Price,Age,KM,FuelType,HP,MetColor,Automatic,CC,Doors,Weight
11930,49,31999,1,97,0,0,1400,3,1030
10500,52,31579,1,97,0,0,1400,3,1025
8950,56,31000,1,97,0,0,1400,3,1025
10450,46,30806,1,97,1,0,1400,5,1060
10500,55,30461,1,86,1,0,1300,5,1050
12950,50,29686,1,110,1,1,1600,3,1075
9950,55,29650,1,86,0,0,1300,3,1025
12900,52,29500,1,110,1,0,1600,3,1055
9950,48,28656,1,97,0,0,1400,3,1085
9950,55,27500,1,97,1,0,1400,3,1025
10950,48,26938,1,110,1,0,1600,3,1040
10950,53,26624,1,97,0,0,1400,5,1060
9950,47,26221,1,97,1,0,1400,3,1025
10950,50,22648,1,97,1,0,1400,5,1060
10800,50,22500,1,97,1,0,1400,3,1025
10500,56,19313,1,97,0,0,1400,3,1025
10450,50,17619,1,110,0,0,1600,4,1030
10600,51,17069,1,97,1,0,1400,3,1025
10450,48,15000,1,97,1,0,1400,3,1025
12950,50,10210,1,97,0,0,1400,5,1065
11250,47,5309,1,110,1,1,1600,3,1070
7500,50,1,0,90,1,0,2000,3,1260
8950,52,31000,1,97,0,0,1398,3,1025
6950,58,205000,0,72,1,0,2000,4,1100
7900,68,204250,0,72,0,0,2000,3,1115
5950,68,194545,1,86,0,0,1300,4,1000
7500,59,190900,0,72,1,0,2000,3,1115
7500,62,183500,0,72,1,0,2000,5,1140
6900,65,176184,0,72,1,0,2000,3,1115
5751,67,174833,0,72,0,0,2000,4,1100
6950,68,155720,1,86,1,0,1300,3,1015
7950,67,155500,1,110,1,0,1600,5,1050
7750,59,154783,0,72,1,0,2000,3,1120
7950,64,154462,0,72,1,0,2000,5,1135
8250,64,150585,1,110,1,0,1600,3,1065
6250,67,149000,0,90,1,0,2000,5,1135
9500,62,147636,0,72,0,0,2000,5,1135
6900,59,144521,0,72,1,0,2000,5,1135
8450,64,144000,2,110,1,0,1600,3,1065
7350,65,140168,0,72,1,0,2000,3,1115
8950,68,140000,1,110,1,0,1600,5,1085
6900,60,139800,0,72,0,0,2000,3,1115
8950,59,137050,2,110,1,0,1600,3,1078
8750,61,136956,1,110,0,0,1600,3,1065
7950,67,135337,2,110,1,0,1600,5,1120
8950,64,133769,0,72,1,0,2000,3,1120
8950,58,133405,0,72,1,0,2000,5,1135
8950,65,132807,0,72,1,0,2000,5,1135
7950,64,132393,0,72,0,0,2000,5,1135
7750,60,130270,1,110,0,0,1600,3,1050
7500,59,130000,0,72,1,0,2000,4,1135
8950,67,127000,0,72,1,0,2000,5,1135
9800,67,126800,0,72,0,0,2000,5,1135
9450,66,126452,1,110,1,0,1600,5,1085
8950,62,125175,0,116,0,0,2000,5,1150
8750,68,125000,0,72,1,0,2000,3,1115
10500,61,123000,0,72,0,0,2000,5,1135
7995,59,121626,1,86,0,0,1300,5,1050
10450,64,120400,1,110,0,0,1600,5,1090
9950,66,120000,0,72,0,0,2000,4,1100
9950,68,119541,1,110,0,0,1600,3,1055
8950,68,119500,1,110,1,0,1600,5,1070
7950,68,119289,1,110,1,0,1600,4,1035
10950,57,118833,1,110,0,0,1600,3,1065
9950,64,118000,0,72,1,0,2000,5,1150
8600,68,117955,1,110,1,1,1600,4,1065
7250,65,117609,1,86,0,0,1300,3,1015
6950,68,117000,0,72,0,0,2000,3,1115
8000,64,116000,1,86,0,0,1300,5,1045
9950,58,115715,1,110,0,0,1600,5,1070
9450,60,115191,2,110,1,0,1600,4,1079
7950,68,115071,1,110,1,0,1600,3,1055
9450,63,115000,2,110,0,0,1600,3,1109
9950,64,114846,1,110,1,0,1600,5,1075
6950,65,114383,0,90,0,0,2000,3,1260
8250,59,113700,1,110,1,0,1600,5,1065
9950,67,113118,1,86,1,0,1300,3,1020
8250,59,112827,1,86,1,0,1300,5,1040
9950,68,112116,1,110,1,0,1600,5,1070
10500,66,112000,1,110,1,0,1600,3,1065
7950,62,112000,0,72,0,0,2000,4,1135
9750,65,111769,1,110,0,0,1600,3,1065
9250,61,110853,1,110,1,0,1600,5,1070
9500,68,110287,1,110,1,0,1600,3,1050
9950,62,109547,1,110,0,0,1600,5,1075
7750,63,109230,1,110,0,0,1600,3,1050
9500,68,109150,1,110,0,0,1600,5,1075
9950,67,108793,1,110,1,0,1600,4,1035
9750,64,106784,1,110,0,1,1600,3,1050
9750,58,105942,1,86,0,0,1300,5,1040
5950,59,105000,1,86,1,0,1300,3,1015
8500,62,105000,1,86,0,0,1300,5,1040
8495,68,104299,1,110,1,0,1600,5,1085
9250,67,104000,1,86,0,0,1300,3,1020
6900,68,104000,1,86,1,0,1300,3,1015
8950,58,103458,1,86,1,0,1300,3,1025
9500,63,103400,1,110,1,0,1600,5,1075
9250,63,102807,1,86,0,0,1300,5,1055
9895,68,102494,1,110,0,0,1600,5,1090
9950,57,102300,0,72,1,0,2000,5,1135
7950,61,102106,1,110,0,0,1600,3,1050
8750,68,101889,1,110,1,0,1600,5,1075
8250,57,101791,0,72,0,0,2000,3,1115
8950,63,101469,1,110,1,0,1600,3,1065
8950,68,101001,1,110,0,0,1600,5,1075
8950,61,100748,1,110,0,0,1600,5,1070
8950,65,100550,1,110,1,0,1600,5,1075
9450,67,99781,1,110,1,0,1600,5,1085
8950,59,98658,1,86,1,0,1300,3,1020
9250,65,98500,1,110,1,0,1600,5,1075
8750,64,98291,1,86,0,0,1300,4,1000
9950,61,97648,1,110,1,0,1600,3,1065
9950,61,97425,1,110,1,0,1600,5,1075
9900,65,97173,1,86,0,0,1300,3,1015
8950,66,97046,1,86,1,0,1300,4,1000
8950,67,96000,1,110,1,0,1600,3,1050
12250,60,96000,0,72,0,0,2000,4,1100
9250,67,95750,1,110,1,0,1600,5,1070
10250,61,95147,1,110,1,0,1600,3,1050
8950,68,95000,1,110,0,0,1600,3,1050
7999,65,95000,1,110,1,0,1600,3,1050
9900,66,94606,1,110,0,0,1600,3,1065
8250,63,94504,1,86,1,0,1300,4,1000
10500,65,93428,1,110,1,0,1600,5,1075
8450,65,93408,1,86,0,0,1300,3,1015
9900,68,93296,1,110,1,0,1600,5,1090
10500,62,93098,1,110,1,0,1600,5,1075
8500,67,92922,0,72,1,0,2000,4,1100
9500,61,92498,1,110,1,0,1600,3,1050
9450,65,92226,1,110,0,0,1600,3,1065
9900,68,91505,0,72,0,0,2000,3,1115
8250,64,91333,1,110,1,0,1600,3,1050
8750,65,91246,1,86,1,0,1300,3,1015
9500,58,91000,1,110,1,0,1600,5,1075
8450,68,90727,1,110,0,0,1600,3,1050
8490,62,90000,1,110,0,0,1600,3,1050
8750,60,89576,1,110,0,0,1600,4,1035
9750,64,89145,1,86,1,0,1300,3,1025
9950,63,89000,1,110,1,0,1600,5,1085
8500,68,88807,1,110,0,0,1600,3,1050
8450,63,88685,1,110,0,0,1600,5,1070
7900,62,88667,1,110,1,0,1600,4,1040
8750,57,88480,1,110,1,0,1600,3,1050
7950,61,88127,1,86,0,0,1300,3,1015
6900,62,88000,1,86,0,0,1300,3,1020
8150,65,87821,1,86,1,0,1300,3,1015
10995,59,87654,1,86,1,1,1300,5,1065
8900,59,86888,1,110,1,0,1600,3,1050
9500,59,86871,1,86,1,0,1300,5,1040
8950,68,86714,1,110,1,0,1600,4,1035
11500,65,85889,1,110,0,0,1600,3,1065
10450,62,85000,1,110,1,0,1600,3,1050
10500,60,85000,1,86,1,0,1300,3,1025
9250,68,84976,1,110,1,0,1600,4,1035
10950,65,84558,1,110,1,0,1600,5,1120
10450,62,84549,1,110,0,0,1600,5,1075
9250,68,84482,1,110,1,0,1600,5,1075
8750,62,83908,1,110,1,0,1600,5,1070
8750,67,83560,1,86,0,0,1300,3,1015
9800,68,83000,1,107,1,1,1600,5,1100
8250,64,82723,1,86,0,0,1300,3,1015
10450,62,82421,1,110,1,0,1600,3,1065
9750,58,82254,1,110,0,0,1600,5,1050
8950,61,82115,1,110,1,0,1600,3,1055
7450,65,82000,1,86,1,0,1300,3,1015
8450,68,81965,1,86,1,0,1300,5,1035
8250,66,81250,1,110,0,0,1600,3,1050
10950,65,81192,1,110,1,0,1600,3,1065
8950,61,81170,1,110,1,0,1600,4,1040
8750,66,81083,1,86,0,0,1300,3,1015
10450,61,80714,1,110,1,0,1600,5,1075
10950,57,80470,1,110,0,0,1600,5,1085
8450,65,80439,1,110,1,0,1600,4,1035
9950,59,80430,1,110,1,0,1600,3,1065
9950,68,80426,1,110,1,0,1600,3,1055
8750,62,80265,1,86,0,0,1300,3,1015
9950,65,80153,1,110,0,0,1600,5,1070
9500,68,80121,1,110,0,0,1600,5,1070
8250,65,80086,1,110,1,0,1600,4,1035
10950,62,80000,1,110,0,0,1600,5,1075
7950,60,80000,1,86,0,0,1300,5,1015
8250,65,80000,1,86,1,0,1300,2,1015
9895,67,79858,1,110,1,0,1600,4,1040
9130,67,79762,1,86,1,0,1300,3,1015
10950,59,79660,1,86,0,1,1300,5,1065
10500,60,79150,1,110,1,0,1600,5,1075
8900,61,79000,1,110,1,0,1600,3,1050
9500,57,78955,1,86,1,0,1300,5,1045
10950,59,78750,0,90,1,0,1975,5,1155
7950,68,78521,1,86,0,0,1300,3,1015
7950,64,78356,1,86,1,0,1300,3,1015
7950,65,78076,1,86,1,0,1300,3,1015
9500,61,78063,1,107,1,1,1600,5,1100
10950,67,77821,1,110,1,0,1600,5,1075
9750,68,77695,1,110,1,0,1600,4,1035
9750,65,77500,1,110,1,0,1600,3,1050
9450,63,77457,1,110,1,0,1600,3,1055
8950,68,77029,1,86,1,0,1300,3,1015
8950,68,77008,1,86,1,0,1300,3,1015
8900,66,76791,1,110,1,0,1600,5,1070
9950,61,76700,1,86,1,0,1300,5,1035
8750,67,76569,1,86,1,0,1300,3,1020
8950,59,76162,1,110,1,0,1600,5,1075
8990,65,76155,1,110,1,0,1600,4,1035
8950,61,75609,1,86,1,0,1300,3,1015
8950,62,75569,0,72,1,0,2000,3,1120
9950,67,75429,1,110,1,0,1600,3,1065
9900,68,75000,1,110,1,0,1600,5,1075
8950,65,75000,1,86,0,0,1300,3,1015
8950,62,75000,1,110,1,0,1600,5,1070
9500,66,74963,1,107,0,1,1600,3,1085
7950,68,74889,1,86,1,0,1300,3,1015
7750,68,74875,1,110,0,0,1600,5,1070
8950,63,74747,1,110,1,0,1600,5,1075
11950,60,74720,1,110,1,0,1600,5,1085
8950,62,74457,1,110,0,0,1600,5,1075
11950,60,74337,1,86,0,0,1300,5,1035
8950,68,74308,1,110,0,0,1600,3,1050
9950,64,74193,1,110,0,0,1600,3,1050
8250,65,74179,1,110,1,0,1600,3,1050
8995,67,73936,1,86,1,0,1300,5,1050
9995,61,73894,1,110,1,0,1600,3,1065
9250,64,73500,1,110,1,0,1600,3,1050
10950,64,73376,1,110,0,0,1600,5,1070
8900,64,73300,1,86,1,0,1300,3,1015
9500,58,73172,1,110,1,0,1600,5,1075
9950,58,72928,1,110,1,0,1600,5,1075
7950,67,72880,1,86,1,0,1332,3,1015
8250,63,72522,1,110,1,0,1600,3,1050
9450,64,72000,1,86,1,0,1300,3,1015
7950,57,72000,1,86,0,0,1300,3,1015
9500,59,71366,1,110,0,0,1600,3,1065
8950,65,71317,1,110,0,0,1600,3,1050
10950,62,71000,1,110,0,0,1600,5,1070
8950,60,70954,1,110,0,0,1600,3,1050
9450,63,70908,1,86,0,0,1300,5,1035
8000,58,70560,1,110,1,0,1600,3,1050
9900,67,70552,1,110,0,0,1600,5,1075
8950,62,70500,1,110,1,0,1600,5,1035
10900,60,70453,0,72,0,0,2000,5,1135
9450,59,70218,1,110,1,0,1600,3,1050
8450,64,70116,1,110,1,0,1600,4,1035
9500,65,70068,1,110,1,0,1600,5,1075
10500,67,70000,1,107,1,1,1587,3,1065
6950,68,70000,1,86,1,0,1300,3,1015
9750,68,69103,1,110,0,0,1600,4,1035
6950,58,69022,1,86,1,0,1300,5,1035
9650,67,69000,1,110,1,0,1600,3,1065
9950,68,68865,1,110,1,0,1600,3,1065
9250,58,68723,1,86,0,0,1300,3,1025
8950,63,68453,1,110,1,0,1600,5,1070
9900,63,68238,1,86,0,0,1300,5,1050
10995,63,68153,1,110,1,0,1600,5,1085
10500,65,68000,1,110,0,0,1600,5,1075
8950,65,68000,1,86,1,0,1300,3,1015
9750,67,67762,1,110,1,0,1600,3,1065
10950,68,67146,1,110,1,0,1600,5,1075
9750,67,67110,1,86,1,0,1300,5,1035
9950,59,67010,1,110,1,0,1600,3,1065
10500,65,67003,1,110,1,0,1600,4,1035
10400,68,66785,1,86,0,1,1300,3,1045
8800,68,66550,1,86,0,0,1332,3,1010
10500,61,66259,1,110,1,0,1600,3,1065
9250,62,66082,1,110,0,0,1600,5,1070
7800,65,66000,1,86,1,0,1300,3,1015
9950,61,66000,1,110,0,0,1600,3,1050
10750,63,65896,1,110,1,0,1600,3,1065
10950,67,65785,1,110,1,0,1600,5,1075
9950,65,65513,1,110,1,1,1600,4,1070
9950,59,65463,1,110,1,0,1600,5,1070
8100,68,65400,1,86,1,0,1300,4,1000
9250,60,65259,1,110,1,0,1600,3,1050
7800,64,65000,1,110,1,0,1600,3,1050
9000,68,65000,1,110,0,0,1600,5,1070
8950,57,65000,1,110,0,0,1600,4,1035
8950,62,64966,1,86,0,0,1300,3,1020
9950,68,64950,1,110,1,0,1600,5,1075
8500,60,64914,1,110,1,0,1600,5,1070
7995,62,64797,1,110,1,0,1600,5,1075
8750,65,64772,1,110,1,0,1600,3,1050
9750,63,64690,1,86,0,0,1300,3,1020
10950,65,64630,1,110,0,0,1600,5,1070
9750,67,64613,1,110,1,0,1600,5,1085
8200,60,64383,1,86,0,0,1300,3,1015
8950,68,64000,1,110,0,0,1600,5,1075
9500,66,63881,1,86,0,0,1300,3,1015
10950,58,63870,0,72,0,0,2000,5,1135
9750,66,63328,1,86,0,1,1300,5,1065
9950,65,63000,1,86,1,1,1300,5,1065
10450,61,63000,1,86,0,1,1300,3,1050
9850,65,62396,1,110,0,0,1600,3,1050
9450,62,62377,1,110,1,0,1600,5,1075
10295,67,62316,1,110,1,0,1600,3,1050
9750,68,62292,1,110,1,0,1600,3,1065
8950,65,62225,1,110,1,0,1600,3,1050
9900,68,62222,1,110,0,0,1600,5,1075
8750,66,62135,1,86,1,0,1300,5,1035
9950,58,62024,1,110,1,0,1600,5,1075
8500,60,61977,1,86,1,0,1300,3,1015
9950,62,61930,1,110,1,0,1600,4,1035
10950,57,61682,1,110,0,0,1600,3,1050
9795,68,61568,1,110,1,0,1600,4,1035
8750,68,61504,1,110,1,0,1600,4,1035
8250,65,61384,1,110,1,0,1600,3,1050
9950,58,61343,1,110,1,0,1600,5,1075
9950,62,61254,1,110,0,0,1600,5,1075
10500,59,61166,1,110,1,0,1600,3,1050
9750,62,61149,1,86,1,0,1300,5,1040
11250,61,61144,1,110,1,0,1600,5,1090
8900,59,61127,1,110,1,0,1600,3,1050
7950,60,61100,1,86,1,0,1300,3,1015
11500,68,61100,1,110,1,0,1600,5,1075
9450,57,61000,1,110,1,0,1600,3,1050
7995,65,60724,1,86,1,0,1300,3,1015
10995,59,60708,1,86,1,0,1300,5,1045
8950,61,60532,1,110,1,0,1600,3,1050
8250,67,60000,1,86,0,1,1300,4,1030
8950,66,60000,1,86,1,0,1300,3,1015
8950,65,60000,1,86,1,0,1300,3,1015
9500,62,59295,1,86,0,0,1300,5,1035
7500,65,59264,1,86,0,0,1300,3,1015
8950,63,59000,1,110,0,0,1600,3,1050
9950,63,59000,1,86,1,0,1300,5,1035
9750,65,59000,1,110,0,0,1600,5,1075
9450,61,59000,1,110,1,0,1600,5,1070
9950,65,59000,1,110,0,0,1600,3,1050
9750,68,58860,1,110,1,0,1600,3,1055
8950,65,58829,1,110,0,0,1600,3,1050
8250,66,58654,1,110,1,0,1600,5,1070
7750,65,58300,1,86,1,0,1300,3,1015
8950,60,58269,1,110,1,0,1600,3,1050
9950,64,58136,1,110,1,0,1600,5,1075
9450,66,58113,1,107,1,1,1600,3,1085
12950,67,58058,1,110,1,0,1600,3,1065
9950,58,58000,1,110,1,0,1600,3,1050
10495,62,58000,1,110,1,0,1600,3,1065
7950,68,57565,1,86,1,0,1300,5,1035
10500,63,57413,1,107,0,1,1600,5,1115
8950,65,57374,1,110,1,0,1600,5,1075
9900,62,57179,1,110,1,0,1600,5,1075
9995,61,57169,1,110,1,0,1600,3,1065
9950,63,57124,1,110,1,0,1600,3,1065
9950,63,57000,1,110,1,0,1600,3,1050
8250,67,57000,1,110,0,0,1600,3,1050
9950,63,57000,1,86,1,0,1300,5,1035
8950,59,56259,1,86,0,0,1300,3,1015
10950,62,56209,1,107,1,1,1600,3,1080
9250,67,56074,1,86,0,0,1300,4,1000
9950,63,55942,1,110,1,0,1600,5,1070
9995,57,55844,1,86,1,0,1300,5,1045
8750,61,55747,1,86,0,0,1300,3,1020
10950,58,55478,1,86,0,0,1300,5,1045
10350,60,55085,1,107,0,1,1600,5,1105
9950,65,55061,1,110,1,0,1600,5,1070
8950,65,55000,1,86,1,0,1300,3,1015
10950,57,55000,1,110,0,0,1600,5,1075
10950,63,54936,1,110,1,0,1600,5,1075
8950,68,54875,1,110,1,0,1600,5,1070
8900,67,54847,1,110,0,0,1600,3,1050
10250,60,54554,1,110,1,0,1600,3,1065
9450,61,54125,1,110,1,0,1600,5,1035
9250,61,54000,1,110,1,0,1600,3,1055
10500,57,54000,1,110,1,0,1600,5,1075
7350,58,54000,1,86,0,0,1300,5,1035
10250,57,54000,1,110,1,0,1600,3,1135
10250,62,53285,1,110,1,0,1600,5,1075
11500,65,53053,1,110,1,0,1600,5,1075
8950,68,53000,1,110,1,1,1587,3,1075
7750,68,53000,1,86,0,0,1300,3,1015
9500,64,52968,1,110,1,0,1600,3,1050
8450,67,52800,1,86,1,0,1300,3,1015
8950,57,52548,1,110,0,0,1600,3,1050
8400,60,52487,1,110,1,0,1600,4,1035
9250,66,52383,1,86,0,0,1300,3,1015
8900,61,52112,1,110,1,0,1600,4,1035
8750,58,51712,1,110,0,0,1600,3,1050
10950,58,51421,1,110,0,1,1600,5,1105
8950,61,51235,1,86,1,0,1300,4,1000
8950,65,51000,1,86,1,0,1300,3,1015
8895,61,50925,1,110,1,0,1600,5,1070
9390,66,50806,1,86,0,0,1300,3,1480
8750,59,50469,1,110,1,0,1600,5,1070
9750,61,50173,1,110,1,0,1600,5,1075
9950,62,50000,1,110,1,0,1600,5,1075
10950,65,49942,1,110,0,0,1600,3,1065
9900,67,49585,1,110,0,0,1600,5,1085
9500,62,49258,1,110,1,0,1600,4,1035
9950,61,49000,1,110,0,0,1600,3,1050
9950,63,48738,1,110,0,0,1600,5,1055
10500,62,47750,1,86,1,0,1300,5,1040
9950,63,47612,1,86,0,0,1300,3,1015
10495,68,47500,1,86,1,0,1300,5,1035
9500,66,47237,1,110,0,0,1600,3,1050
8500,58,47171,1,86,1,0,1300,3,1015
10450,60,47060,1,110,0,0,1600,4,1035
8950,65,47014,1,86,1,0,1300,3,1015
9900,59,46929,1,86,1,0,1300,3,1025
8900,63,46000,1,86,0,0,1300,5,1035
8745,65,45681,1,110,0,0,1600,3,1050
8750,65,45549,1,86,1,0,1300,3,1015
10750,57,45000,1,110,1,0,1600,5,1050
9750,57,45000,1,110,1,0,1600,3,1050
8850,65,45000,1,110,0,0,1600,5,1075
7950,66,45000,1,86,1,0,1300,5,1035
9450,63,45000,1,110,1,0,1600,4,1035
9950,61,45000,1,107,0,1,1600,3,1085
8250,63,44944,1,110,1,0,1600,4,1035
9950,61,44597,1,86,0,0,1300,3,1015
9995,68,44458,1,86,0,0,1300,3,1015
9950,59,43818,1,110,0,0,1600,5,1070
10495,60,43426,1,110,1,0,1600,5,1070
7950,58,43000,2,110,1,1,1600,4,1114
8950,68,43000,1,110,1,0,1600,5,1035
9695,57,43000,1,110,0,0,1600,5,1075
7750,64,43000,1,86,0,0,1300,3,1015
9950,68,42750,1,110,1,0,1600,3,1050
9950,67,42102,1,110,1,0,1600,5,1075
9950,63,41586,1,110,1,0,1600,5,1114
9900,64,41200,1,110,0,0,1600,5,1070
10950,57,40214,1,86,0,0,1300,3,1025
8950,60,40000,1,86,1,0,1300,4,1000
8950,66,39222,1,86,1,1,1300,3,1045
8250,66,39144,1,110,1,0,1600,3,1050
10250,62,39000,1,110,1,0,1600,5,1075
8750,61,38019,1,110,1,0,1600,5,1070
9750,68,37759,1,110,1,0,1600,5,1070
10950,61,37500,1,110,0,0,1600,5,1085
10950,60,37111,1,110,1,0,1600,3,1050
9750,62,37000,1,86,0,0,1300,3,1015
8900,59,36954,1,110,1,0,1600,3,1050
9500,60,36943,1,110,0,0,1600,5,1070
9950,63,36923,1,86,0,0,1300,5,1050
9950,66,36658,1,110,0,0,1600,3,1050
8250,65,36000,1,86,1,0,1300,3,1015
10450,65,36000,1,110,1,0,1600,3,1065
10950,62,35512,1,110,1,0,1600,3,1065
9250,65,35283,1,86,1,0,1300,3,1015
8900,68,35000,1,110,1,0,1600,3,1050
10900,57,35000,1,86,1,0,1300,5,1045
9750,64,34114,1,110,0,0,1600,3,1050
11950,58,34000,1,110,0,0,1600,5,1075
7900,68,33847,1,86,1,0,1300,4,1000
10900,57,33535,1,110,0,0,1600,4,1035
10450,65,33000,1,110,0,0,1600,3,1050
10950,59,32150,1,110,1,0,1600,5,1085
9950,65,31588,1,86,1,0,1300,3,1015
10750,60,31480,1,110,1,0,1600,3,1065
9900,57,31307,1,110,1,0,1600,5,1070
10750,68,31000,1,110,1,0,1600,4,1035
10450,58,30634,1,110,1,0,1600,5,1075
9450,68,30300,1,86,1,0,1300,4,1000
10750,60,28500,1,86,1,1,1300,3,1045
10950,60,28500,1,110,0,0,1600,5,1075
10000,57,28000,1,86,0,0,1300,3,1015
10500,68,26698,1,110,0,0,1600,3,1055
12500,62,26000,1,107,0,1,1600,3,1085
8950,62,25505,1,86,1,0,1300,5,1035
10500,58,25000,1,110,1,0,1600,5,1075
9245,66,22835,1,110,1,0,1600,3,1050
10950,59,22705,1,110,1,0,1600,5,1075
9500,63,22178,1,86,1,0,1300,3,1015
10900,62,17345,1,110,1,0,1600,3,1050
10950,67,15535,1,86,1,1,1300,4,1030
9450,66,15110,1,86,0,0,1300,5,1035
5900,73,232940,0,72,0,0,2000,5,1172
6950,79,218118,0,72,0,0,2000,5,1150
6000,78,217764,0,72,1,0,2000,5,1135
5250,79,207114,2,110,1,0,1600,5,1114
4400,74,203254,0,72,1,0,2000,3,1135
6750,77,200732,0,72,1,0,2000,4,1100
8500,69,197501,0,72,0,0,2000,5,1135
6150,80,194765,0,72,0,0,2000,3,1120
6950,76,191620,0,72,0,0,2000,5,1150
5750,76,183277,0,72,0,0,2000,3,1115
8750,78,180378,0,72,1,0,2000,4,1100
6500,70,178800,0,72,0,0,2000,3,1115
5950,73,176177,1,110,1,0,1600,5,1075
6500,78,176000,1,86,0,0,1300,5,1035
10500,77,172980,0,72,1,0,2000,5,1135
8500,77,170000,0,72,0,0,2000,4,1100
7950,71,164000,1,110,1,0,1600,3,1050
5800,78,161775,1,86,1,0,1300,3,1015
6750,80,160000,1,86,0,0,1300,3,1015
6950,78,159968,0,72,0,0,2000,3,1115
5740,74,159908,1,110,0,0,1600,3,1050
6550,73,158492,1,86,0,0,1300,3,1015
8950,69,156204,0,72,1,0,2000,3,1115
6750,73,156169,1,86,1,0,1300,5,1035
7950,78,155210,1,110,0,0,1600,3,1050
7950,69,155000,0,72,0,0,2000,3,1115
7450,76,154900,0,72,1,0,2000,5,1140
7750,70,151300,0,72,1,0,2000,5,1150
6450,71,151000,2,110,1,0,1600,5,1094
7900,75,150000,0,72,1,0,2000,3,1135
6900,69,146304,0,72,1,0,2000,3,1115
5600,75,146197,1,86,0,0,1300,3,1015
5950,77,145996,1,110,0,0,1600,4,1035
6950,80,143560,1,86,1,1,1300,3,1045
7950,71,139145,0,73,0,0,2000,2,1115
8950,79,138500,1,86,0,0,1300,5,1050
7950,74,137741,0,90,1,0,2000,5,1135
9500,80,137178,0,90,1,0,2000,5,1135
8600,76,134889,0,72,1,0,2000,3,1115
5950,71,134660,0,72,0,0,2000,5,1135
7750,73,134539,1,110,0,0,1600,5,1070
7950,79,131500,0,72,0,0,2000,5,1140
6950,77,131307,1,110,1,0,1600,3,1050
7250,74,130025,1,110,1,0,1600,3,1050
6500,78,130000,1,86,0,0,1300,5,1015
7250,77,128960,1,110,1,0,1600,5,1070
9250,80,128351,1,110,1,0,1600,5,1070
8250,73,128006,1,110,1,0,1600,3,1050
7250,71,127159,0,72,1,0,2000,3,1115
5250,72,126478,1,110,1,0,1600,4,1035
7900,77,126000,1,110,1,0,1600,5,1050
6900,76,125778,1,110,0,0,1600,3,1050
7900,75,125400,1,110,0,0,1600,3,1050
7250,74,124910,0,72,0,0,2000,5,1135
8450,70,124743,1,110,1,0,1600,3,1050
7950,76,124591,1,110,1,0,1600,5,1075
7950,74,124057,1,110,1,0,1600,3,1050
6450,72,123403,1,110,1,0,1600,3,1050
6650,75,123104,1,110,1,0,1600,5,1070
7950,74,123077,1,86,1,0,1300,3,1015
7250,80,122820,1,86,0,0,1300,5,1040
7450,77,122290,1,110,0,0,1600,3,1050
7950,74,121900,1,110,1,0,1600,4,1035
7250,77,121545,1,110,1,0,1600,5,1070
8250,71,120474,0,72,1,0,2000,3,1115
8950,76,120263,0,72,1,0,2000,5,1135
7750,74,120196,1,110,1,0,1600,3,1050
8500,71,120000,1,110,0,0,1600,5,1085
7750,78,120000,1,110,0,0,1600,5,1075
5750,73,115877,1,110,0,0,1600,4,1035
6900,76,115345,1,110,1,0,1600,5,1070
6500,71,115157,1,110,1,0,1600,3,1050
6500,78,115000,1,107,1,1,1600,5,1100
7600,77,114258,1,86,1,0,1300,5,1050
8950,73,112963,0,72,1,0,2000,5,1135
7450,74,112307,1,110,1,0,1600,5,1070
7350,72,112000,1,86,1,0,1300,3,1015
7750,73,111602,1,86,1,0,1300,3,1015
7460,80,111392,2,110,0,0,1598,3,1083
9250,76,110901,1,110,1,0,1600,5,1085
7250,80,110887,1,110,1,0,1600,3,1055
6500,72,110634,1,86,1,0,1300,3,1015
6800,80,110000,1,110,1,0,1600,4,1035
8700,75,109540,1,110,0,0,1600,5,1085
7500,78,109263,1,110,0,0,1600,5,1070
7750,71,107516,1,110,1,0,1600,3,1050
7950,73,107108,1,110,1,0,1600,3,1050
9950,75,107000,1,110,1,0,1600,3,1050
6640,74,106250,1,110,0,0,1600,5,1070
8750,71,106150,1,86,0,0,1300,3,1015
7750,72,106108,1,110,1,0,1600,3,1050
5950,72,105856,1,86,0,0,1300,3,1015
6750,77,105152,1,86,0,0,1300,3,1015
6500,80,105135,1,110,1,0,1600,3,1050
8750,76,104344,1,110,1,0,1600,3,1050
7950,74,104150,1,110,1,0,1600,3,1050
6750,74,104000,1,86,1,0,1300,3,1010
7950,73,103121,1,86,1,0,1300,5,1035
7950,80,102300,1,86,1,0,1300,3,1015
8950,75,102005,1,107,1,1,1600,5,1105
7750,77,102000,1,86,1,0,1300,3,1015
6450,75,101855,1,110,1,0,1600,5,1070
6900,74,101773,1,110,0,0,1600,3,1050
8450,75,101159,1,110,1,0,1600,5,1085
6750,74,101000,1,86,0,0,1300,3,1015
8050,74,100732,1,86,1,1,1300,4,1030
9500,79,100719,1,110,0,0,1600,5,1070
7750,78,100487,1,110,0,0,1600,4,1035
8500,80,100458,1,110,0,0,1600,5,1085
7795,75,100192,1,110,1,0,1600,3,1050
6490,80,100123,1,110,1,0,1600,3,1050
7950,73,99971,1,110,1,0,1600,3,1050
6425,79,99397,1,86,0,0,1300,5,1035
8950,69,99374,1,86,1,0,1300,5,1035
6950,72,99245,1,110,1,0,1600,5,1114
8750,79,98742,1,110,0,0,1600,5,1085
8450,71,98154,1,110,1,0,1600,3,1050
